P_NAME,P_HABITABLE,P_ESI,P_TYPE_COMP,P_TYPE_TEMP,P_DISTANCE_LY,P_MASS_EM,P_RADIUS,P_ORBIT_PERIOD_DAYS,P_TEMP_EQUIL_K,P_DISTANCE_STAR_AU,S_NAME,S_TYPE,S_MASS_SM,S_RADIUS,S_TEMPERATURE_K,S_LUMINOSITY
Kepler-1303 b,0,0.29014143,Terran,Hot,,,1.42367,7.5612722,924.97113,0.075627533,Kepler-1303,G,1.01,1,5771,0.99378616
Kepler-1304 b,0,0.28022444,Superterran,Hot,,,2.28684,16.128885,606.50823,0.11831835,Kepler-1304,K,0.85,0.81,5259,0.44964666
Kepler-1305 b,0,0.27898761,Superterran,Hot,,,1.88328,13.563097,741.82369,0.11015547,Kepler-1305,G,0.97,0.96,5701,0.87223855
Kepler-1306 b,0,0.28214492,Superterran,Hot,,,1.9057,16.295954,703.41409,0.12492177,Kepler-1306,G,0.98,0.97,5727,0.90686125
Kepler-1307 b,0,0.25144675,Superterran,Hot,,,2.4662,18.016211,727.905,0.13710517,Kepler-1307,G,1.06,1.08,5884,1.2526416
Kepler-1308 b,0,0.30209838,Subterran,Hot,,,0.51566,2.1043381,592.33082,0.022643449,Kepler-1308,M,0.35,0.34,3468,0.01498176
Kepler-1309 b,0,0.32238163,Superterran,Hot,,,2.36531,28.843265,494.31752,0.17431931,Kepler-1309,K,0.85,0.8,5235,0.43066082
Kepler-131 b,0,0.2551951,Neptunian,Hot,,16.209228,2.41015,16.092,717.75242,0.12554024,Kepler-131,G,1.02,1.03,5685,0.99285304
Kepler-131 c,0,0.33041924,Superterran,Hot,,8.2635281,0.84075,25.5169,615.51036,0.17071102,Kepler-131,G,1.02,1.03,5685,0.99285304
Kepler-1310 b,0,0.28215781,Terran,Hot,,,1.43488,0.67933627,1895.4683,0.01465255,Kepler-1310,G,0.91,0.88,5549,0.65782881
Kepler-1311 b,0,0.29592333,Terran,Hot,,,1.24431,11.172699,950.87949,0.099390468,Kepler-1311,G,1.05,1.4,5748,1.9169543
Kepler-1311 c,0,0.29037915,Terran,Hot,,,1.22189,2.5357342,1558.8714,0.036980701,Kepler-1311,G,1.05,1.4,5748,1.9169543
Kepler-1312 b,0,0.25584163,Superterran,Hot,,,2.09627,5.4483253,983.97205,0.060380491,Kepler-1312,G,0.99,0.92,5719,0.81123128
Kepler-1313 b,0,0.27173067,Superterran,Hot,,,1.75997,3.8330912,1026.4227,0.046609194,Kepler-1313,G,0.92,0.85,5453,0.57235896
Kepler-1314 b,0,0.17841333,Neptunian,Hot,,,5.11176,5.4247493,628.16906,0.050950261,Kepler-1314,K,0.6,0.59,4188,0.09594434
Kepler-1315 b,0,0.28528653,Terran,Hot,,,1.37883,0.84338011,1457.2334,0.016213935,Kepler-1315,K,0.8,0.75,4861,0.28139324
Kepler-1316 b,0,0.31244408,Neptunian,Hot,,,3.54236,87.973214,438.31693,0.39212181,Kepler-1316,G,1.04,1.12,5884,1.3471481
Kepler-1317 b,0,0.27681849,Superterran,Hot,,,1.55819,0.56887443,1793.5975,0.012624471,Kepler-1317,K,0.83,0.79,5144,0.39151343
Kepler-1318 b,0,0.56620509,Neptunian,Warm,,,3.10517,213.25766,213.82488,0.62885951,Kepler-1318,K,0.73,0.7,4598,0.19622783
Kepler-1319 b,0,0.31662135,Terran,Hot,,,1.3452,2.8867627,654.7038,0.032697379,Kepler-1319,M,0.56,0.54,3655,0.046625735
Kepler-132 b,0,0.29357954,Terran,Hot,,,1.21068,6.178196,1110.4245,0.067,Kepler-132,F,,1.18,6003,1.6200411
Kepler-132 c,0,0.29164443,Terran,Hot,,,1.27794,6.414914,1102.2293,0.068,Kepler-132,F,,1.18,6003,1.6200411
Kepler-132 d,0,0.29237105,Superterran,Hot,,,1.54698,18.010199,779.39383,0.136,Kepler-132,F,,1.18,6003,1.6200411
Kepler-1320 b,0,0.27073913,Superterran,Hot,,,1.70392,0.86838653,1420.4811,0.01653287,Kepler-1320,K,0.8,0.74,4817,0.2641549
Kepler-1321 b,0,0.24575772,Neptunian,Hot,,,4.92119,11.128305,466.16475,0.07941944,Kepler-1321,K,0.54,0.53,4094,0.070702006
Kepler-1321 c,0,0.24883435,Superterran,Hot,,,2.39894,2.2264911,797.03145,0.027167819,Kepler-1321,K,0.54,0.53,4094,0.070702006
Kepler-1322 b,0,0.27439615,Superterran,Hot,,,1.61424,0.96286738,1662.4176,0.018420498,Kepler-1322,G,0.9,0.87,5488,0.61515359
Kepler-1323 b,0,0.27800154,Superterran,Hot,,,1.52456,0.92990668,2292.3502,0.019698347,Kepler-1323,F,1.18,1.4,6169,2.5433364
Kepler-1324 b,0,0.29012307,Superterran,Hot,,,1.51335,4.1158447,836.28175,0.046257313,Kepler-1324,K,0.78,0.73,4776,0.24842291
Kepler-1325 b,0,0.28286496,Neptunian,Hot,,,2.85855,33.878684,521.85914,0.19996542,Kepler-1325,G,0.93,0.91,5550,0.70395251
Kepler-1326 b,0,0.18571138,Neptunian,Hot,,,4.18133,42.351427,753.78099,0.26907764,Kepler-1326,F,1.45,1.74,6725,5.5482535
Kepler-1327 b,0,0.28107516,Superterran,Hot,,,1.80481,14.888011,762.5151,0.11919757,Kepler-1327,G,1.02,1.03,5885,1.1401158
Kepler-1328 b,0,0.2969558,Terran,Hot,,,0.97527,4.5215889,1095.9163,0.053502031,Kepler-1328,G,1,0.99,5780,0.9801
Kepler-1329 b,0,0.29016152,Superterran,Hot,,,2.17474,9.3364659,590.85797,0.07775746,Kepler-1329,K,0.72,0.69,4500,0.17491896
Kepler-133 b,0,0.27129487,Superterran,Hot,,,1.75997,8.129976,1049.4341,0.083,Kepler-133,G,,1.43,5736,1.9833406
Kepler-133 c,0,0.24218055,Neptunian,Hot,,,2.83613,31.517586,669.38989,0.204,Kepler-133,G,,1.43,5736,1.9833406
Kepler-1330 b,0,0.2862604,Superterran,Hot,,,1.64787,10.107691,796.44347,0.090545756,Kepler-1330,G,0.97,0.94,5608,0.78302634
Kepler-1331 b,0,0.29444876,Terran,Hot,,,1.05374,0.78916165,1348.7352,0.014976064,Kepler-1331,K,0.72,0.69,4508,0.17616615
Kepler-1332 b,0,0.30402794,Terran,Hot,,,1.36762,11.874568,737.56849,0.10011427,Kepler-1332,G,0.95,0.9,5581,0.70407959
Kepler-1333 b,0,0.46103284,Neptunian,Hot,,,2.81371,109.64718,359.07884,0.43908694,Kepler-1333,G,0.94,0.92,5628,0.76081778
Kepler-1334 b,0,0.26576104,Superterran,Hot,,,2.28684,15.645917,681.71117,0.1199001,Kepler-1334,G,0.94,0.91,5614,0.7369891
Kepler-1335 b,0,0.29921105,Terran,Hot,,,1.44609,6.2640685,753.07708,0.060941171,Kepler-1335,K,0.77,0.74,4903,0.28353042
Kepler-1336 b,0,0.27834841,Superterran,Hot,,,1.98417,23.198681,701.56422,0.15590536,Kepler-1336,G,0.94,1.3,5512,1.3976943
Kepler-1336 c,0,0.27249292,Superterran,Hot,,,1.71513,5.7772121,1115.105,0.061711255,Kepler-1336,G,0.94,1.3,5512,1.3976943
Kepler-1337 b,0,0.3790021,Superterran,Hot,,,2.41015,24.400255,426.85314,0.14615213,Kepler-1337,K,0.7,0.67,4523,0.16832344
Kepler-1338 b,0,0.29268867,Terran,Hot,,,0.91922,0.93511806,1938.3993,0.018956797,Kepler-1338,G,1.04,1.05,5909,1.2042682
Kepler-1339 b,0,0.28349229,Subterran,Hot,,,0.70623,1.3415551,1555.0603,0.023314414,Kepler-1339,G,0.94,0.93,5586,0.75449831
Kepler-134 b,0,0.2578885,Superterran,Hot,,,1.99538,5.317429,1169.5033,0.06,Kepler-134,G,,1.18,5983,1.598559
Kepler-134 c,0,0.29577091,Terran,Hot,,,1.25552,10.105785,944.45912,0.092,Kepler-134,G,,1.18,5983,1.598559
Kepler-1340 b,0,0.2768952,Superterran,Hot,,,1.54698,0.66502692,2617.169,0.016143719,Kepler-1340,F,1.27,1.42,6331,2.9023821
Kepler-1341 b,0,0.64703368,Neptunian,Warm,,,2.99307,132.99683,253.98955,0.47128051,Kepler-1341,K,0.79,0.72,4662,0.21940308
Kepler-1342 b,0,0.27362866,Superterran,Hot,,,1.65908,2.2157104,1282.7879,0.032459801,Kepler-1342,G,0.93,0.9,5527,0.67722273
Kepler-1343 b,0,0.26115037,Superterran,Hot,,,1.92812,3.3518316,1179.4228,0.043079654,Kepler-1343,G,0.95,0.93,5759,0.85239885
Kepler-1344 b,0,0.26569703,Superterran,Hot,,,1.83844,4.7683049,1173.3193,0.057046333,Kepler-1344,G,1.09,1.13,5981,1.4639989
Kepler-1345 b,0,0.26201204,Superterran,Hot,,,2.36531,44.616956,681.06968,0.27000233,Kepler-1345,F,1.32,1.55,6449,3.7232444
Kepler-1346 b,0,0.27680426,Superterran,Hot,,,1.58061,3.4016567,1382.9728,0.046231518,Kepler-1346,F,1.14,1.21,6133,1.8558858
Kepler-1347 b,0,0.33113016,Terran,Hot,,,1.03132,14.009475,623.61693,0.10642952,Kepler-1347,K,0.82,0.79,5193,0.40664564
Kepler-1348 b,0,0.29383874,Superterran,Hot,,,1.93933,27.572274,624.65971,0.18092659,Kepler-1348,G,1.04,1.04,5911,1.1830393
Kepler-1349 b,0,0.28233775,Subterran,Hot,,,0.69502,2.1282393,1645.5689,0.034015421,Kepler-1349,F,1.16,1.28,6086,2.0138929
Kepler-135 b,0,0.26742185,Superterran,Hot,,,1.80481,6.00253,1168.6886,0.067,Kepler-135,F,,1.27,6090,1.987766
Kepler-135 c,0,0.29856295,Terran,Hot,,,1.15463,11.448708,942.57868,0.103,Kepler-135,F,,1.27,6090,1.987766
Kepler-1350 b,0,0.27373382,Neptunian,Hot,,,2.52225,4.4968604,587.61803,0.043675382,Kepler-1350,M,0.55,0.53,3827,0.05398514
Kepler-1350 c,0,0.28197485,Superterran,Hot,,,1.72634,1.7667891,802.2998,0.02342899,Kepler-1350,M,0.55,0.53,3827,0.05398514
Kepler-1351 b,0,0.27955429,Subterran,Hot,,,0.65018,0.91614077,1251.0685,0.016387663,Kepler-1351,K,0.7,0.67,4439,0.15616325
Kepler-1352 b,0,0.29238704,Terran,Hot,,,0.88559,1.8778827,1653.9566,0.030836342,Kepler-1352,F,1.11,1.16,6118,1.68905
Kepler-1353 b,0,0.38157096,Superterran,Hot,,,1.80481,24.754397,458.67648,0.15166394,Kepler-1353,K,0.76,0.72,4776,0.24166342
Kepler-1354 b,0,0.29117155,Neptunian,Hot,,,2.97065,76.613377,497.13342,0.37085031,Kepler-1354,F,1.16,1.24,6168,1.993928
Kepler-1355 b,0,0.28210643,Terran,Hot,,,1.4573,1.2895881,1441.9604,0.022214563,Kepler-1355,G,0.88,0.83,5352,0.50641814
Kepler-1356 b,0,0.27847266,Superterran,Hot,,,1.52456,0.63400294,1709.7175,0.013515797,Kepler-1356,K,0.82,0.78,5106,0.37051099
Kepler-1357 b,0,0.29076566,Terran,Hot,,,1.27794,3.0091324,1173.0358,0.039807484,Kepler-1357,G,0.93,0.9,5597,0.7121884
Kepler-1358 b,0,0.3074937,Terran,Hot,,,1.121,7.0631734,781.7247,0.067418759,Kepler-1358,K,0.82,0.79,5181,0.40289994
Kepler-1359 b,0,0.5093361,Neptunian,Hot,,,2.82492,59.497095,336.15755,0.27449743,Kepler-1359,K,0.78,0.72,4709,0.22838543
Kepler-136 b,0,0.25842919,Superterran,Hot,,,2.05143,11.5789,969.75964,0.106,Kepler-136,F,,1.35,6165,2.3587858
Kepler-136 c,0,0.26485555,Superterran,Hot,,,1.99538,16.399235,865.74744,0.133,Kepler-136,F,,1.35,6165,2.3587858
Kepler-1360 b,0,0.20823042,Neptunian,Hot,,,3.39663,40.528641,785.30655,0.26485606,Kepler-1360,F,1.51,1.83,6778,6.3328191
Kepler-1361 b,0,0.29768441,Terran,Hot,,,0.86317,3.5755496,969.43175,0.04299627,Kepler-1361,K,0.83,0.79,5131,0.38757066
Kepler-1362 b,0,0.68022591,Neptunian,Warm,,,2.60072,136.20563,265.58257,0.4808426,Kepler-1362,K,0.8,0.74,4857,0.27303888
Kepler-1363 b,0,0.29574694,Terran,Hot,,,1.25552,2.9419409,945.22947,0.036660922,Kepler-1363,K,0.76,0.72,4839,0.25466903
Kepler-1364 b,0,0.25052409,Superterran,Hot,,,2.15232,13.321962,1132.3912,0.12558867,Kepler-1364,F,1.49,1.79,6805,6.1561221
Kepler-1365 b,0,0.29973948,Terran,Hot,,,0.91922,7.6999348,943.4895,0.076295851,Kepler-1365,G,1,1.05,5770,1.09489
Kepler-1365 c,0,0.29228109,Subterran,Hot,,,0.79591,4.77468,1106.4149,0.055480334,Kepler-1365,G,1,1.05,5770,1.09489
Kepler-1366 b,0,0.2938536,Terran,Hot,,,1.43488,2.164571,831.65482,0.027918237,Kepler-1366,K,0.62,0.6,4070,0.088505199
Kepler-1367 b,0,0.30007933,Terran,Hot,,,0.91922,1.5740903,933.00014,0.022576669,Kepler-1367,K,0.62,0.6,4106,0.091678379
Kepler-1368 b,0,0.27229142,Superterran,Hot,,,1.64787,0.67564949,2179.3644,0.015409378,Kepler-1368,G,1.07,1.08,5906,1.2714812
Kepler-1369 b,0,0.2595955,Neptunian,Hot,,,2.6904,25.873148,611.72393,0.17059023,Kepler-1369,G,0.99,0.99,5761,0.96727628
Kepler-137 b,0,0.2998271,Terran,Hot,,,1.46851,8.436387,736.94139,0.077,Kepler-137,K,,0.8,5187,0.41508172
Kepler-137 c,0,0.31316611,Superterran,Hot,,,1.88328,18.735753,567.16136,0.13,Kepler-137,K,,0.8,5187,0.41508172
Kepler-1370 b,0,0.2771243,Superterran,Hot,,,1.83844,20.264168,790.89983,0.15411482,Kepler-1370,F,1.19,1.29,6202,2.2059472
Kepler-1370 c,0,0.29197988,Terran,Hot,,,1.26673,7.4414211,1104.4493,0.079030695,Kepler-1370,F,1.19,1.29,6202,2.2059472
Kepler-1371 b,0,0.28919335,Subterran,Hot,,,0.72865,3.4462039,1042.8302,0.042616386,Kepler-1371,G,0.87,0.83,5361,0.50983314
Kepler-1371 c,0,0.27832697,Subterran,Hot,,,0.63897,2.0054127,1249.087,0.029704242,Kepler-1371,G,0.87,0.83,5361,0.50983314
Kepler-1372 b,0,0.28888383,Terran,Hot,,,1.26673,1.3115556,1614.98,0.023286776,Kepler-1372,G,0.98,0.97,5677,0.87560391
Kepler-1373 b,0,0.29142201,Terran,Hot,,,1.15463,1.2912328,2033.5971,0.024791293,Kepler-1373,F,1.22,1.33,6299,2.4950449
Kepler-1374 b,0,0.26267212,Superterran,Hot,,,2.28684,10.652767,704.91589,0.089734095,Kepler-1374,G,0.85,0.81,5323,0.47193757
Kepler-1375 b,0,0.26825832,Superterran,Hot,,,1.73755,3.3004192,1775.2671,0.049316782,Kepler-1375,F,1.47,1.78,6704,5.7340922
Kepler-1376 b,0,0.29834828,Terran,Hot,,,1.05374,5.3088066,1010.1469,0.059144747,Kepler-1376,G,0.98,0.97,5659,0.86455154
Kepler-1377 b,0,0.28910022,Terran,Hot,,,1.25552,0.74092842,1687.3227,0.01523561,Kepler-1377,K,0.86,0.82,5218,0.44661433
Kepler-1378 b,0,0.31277604,Superterran,Hot,,,2.19716,11.953989,527.58056,0.090827526,Kepler-1378,K,0.7,0.67,4407,0.15170869
Kepler-1379 b,0,0.28788018,Terran,Hot,,,1.30036,0.88184115,1563.0253,0.016909437,Kepler-1379,K,0.83,0.79,5188,0.40508177
Kepler-138 b,0,0.43050409,Subterran,Hot,,0.066743881,0.52687,10.3126,411.31668,0.074545733,Kepler-138,M,0.52,0.44,3841,0.037754718
Kepler-138 c,0,0.54023493,Terran,Hot,,1.9705336,1.19947,13.7813,373.42408,0.090442133,Kepler-138,M,0.52,0.44,3841,0.037754718
Kepler-138 d,0,0.71093475,Terran,Hot,,0.63883429,1.21068,23.0881,314.4148,0.12757614,Kepler-138,M,0.52,0.44,3841,0.037754718
Kepler-1380 b,0,0.2968079,Terran,Hot,,,1.43488,10.310825,787.17582,0.091438459,Kepler-1380,G,0.96,0.94,5570,0.76201783
Kepler-1381 b,0,0.28321468,Superterran,Hot,,,2.25321,25.384269,601.49772,0.16671567,Kepler-1381,G,0.96,0.94,5747,0.86359306
Kepler-1382 b,0,0.26732843,Superterran,Hot,,,1.88328,16.358306,952.88787,0.13969518,Kepler-1382,F,1.36,1.72,6161,3.8190063
Kepler-1383 b,0,0.28940708,Terran,Hot,,,1.41246,13.909358,963.7229,0.12222812,Kepler-1383,F,1.26,1.44,6370,3.0589428
Kepler-1384 b,0,0.31313066,Superterran,Hot,,,1.93933,15.362628,559.05007,0.11130588,Kepler-1384,K,0.78,0.74,4919,0.28724956
Kepler-1385 b,0,0.29215032,Terran,Hot,,,0.85196,2.8887986,1407.2608,0.041580242,Kepler-1385,G,1.15,1.29,5732,1.6095067
Kepler-1386 b,0,0.29544522,Terran,Hot,,,1.24431,6.7397238,967.42087,0.070275565,Kepler-1386,G,1.02,1.03,5733,1.0268118
Kepler-1387 b,0,0.29655131,Terran,Hot,,,0.93043,2.2795267,1095.8162,0.031720787,Kepler-1387,K,0.82,0.77,5046,0.34439678
Kepler-1388 b,0,0.32628915,Neptunian,Hot,,,2.58951,12.28546,472.07601,0.089306698,Kepler-1388,K,0.63,0.61,4098,0.094023439
Kepler-1388 c,0,0.27910269,Superterran,Hot,,,2.26442,5.5360815,615.75543,0.05249179,Kepler-1388,K,0.63,0.61,4098,0.094023439
Kepler-1388 d,0,0.39614025,Neptunian,Hot,,,2.85855,20.956816,395.09418,0.12749895,Kepler-1388,K,0.63,0.61,4098,0.094023439
Kepler-1388 e,0,0.56313996,Superterran,Hot,,,2.45499,37.632708,325.0528,0.18836494,Kepler-1388,K,0.63,0.61,4098,0.094023439
Kepler-1389 b,0,0.6772267,Superterran,Hot,,,1.77118,99.253095,307.9229,0.39099148,Kepler-1389,K,0.81,0.74,5078,0.32622923
Kepler-139 b,0,0.22556938,Neptunian,Hot,,,2.93702,15.771044,788.8771,0.127,Kepler-139,G,,1.3,5594,1.4827407
Kepler-139 c,0,0.41470612,Neptunian,Hot,,,3.38542,157.07288,367.2505,0.586,Kepler-139,G,,1.3,5594,1.4827407
Kepler-1390 b,0,0.29734988,Terran,Hot,,,1.17705,6.4802167,965.83332,0.067552994,Kepler-1390,G,0.98,0.98,5753,0.94258016
Kepler-1391 b,0,0.3523254,Superterran,Hot,,,1.6815,54.409233,506.84411,0.283729,Kepler-1391,G,1.03,1.1,5840,1.26103
Kepler-1392 b,0,0.28617563,Superterran,Hot,,,1.96175,15.14104,657.26531,0.1147557,Kepler-1392,G,0.88,0.85,5479,0.58335335
Kepler-1393 b,0,0.29048063,Subterran,Hot,,,0.79591,2.4435781,1289.3567,0.034895404,Kepler-1393,G,0.95,0.92,5697,0.79882046
Kepler-1394 b,0,0.28398857,Terran,Hot,,,1.39004,3.9376637,1901.7535,0.057537358,Kepler-1394,F,1.64,2.55,6481,10.278674
Kepler-1395 b,0,0.29017062,Subterran,Hot,,,0.79591,3.7847065,1340.9112,0.050071774,Kepler-1395,F,1.17,1.23,6138,1.9240059
Kepler-1396 b,0,0.26370643,Superterran,Hot,,,2.07385,18.220642,813.27465,0.14316802,Kepler-1396,F,1.18,1.27,6195,2.1284396
Kepler-1397 b,0,0.32997456,Superterran,Hot,,,1.71513,47.449955,547.16386,0.26392201,Kepler-1397,F,1.09,1.12,6026,1.4819761
Kepler-1398 b,0,0.29315622,Terran,Hot,,,0.8968,2.7881568,1459.8049,0.040372021,Kepler-1398,F,1.13,1.18,6126,1.756955
Kepler-1398 c,0,0.29502662,Terran,Hot,,,1.03132,4.1382759,1279.7567,0.052530959,Kepler-1398,F,1.13,1.18,6126,1.756955
Kepler-1399 b,0,0.28950947,Terran,Hot,,,1.25552,1.6386531,1509.5252,0.026921017,Kepler-1399,G,0.97,0.96,5735,0.89323309
Kepler-14 b,0,0.071058657,Jovian,Hot,,2669.7552,12.73456,6.790123,1422.4089,0.080541471,Kepler-14,F,1.51,2.05,6395,6.2973606
Kepler-140 b,0,0.27500679,Superterran,Hot,,,1.61424,3.25427,1434.1511,0.045,Kepler-140,F,,1.29,6077,2.0334103
Kepler-140 c,0,0.36930326,Superterran,Hot,,,1.80481,91.353282,472.82561,0.414,Kepler-140,F,,1.29,6077,2.0334103
Kepler-1400 b,0,0.29756252,Superterran,Hot,,,1.62545,9.0668942,694.41454,0.079954201,Kepler-1400,K,0.83,0.78,5044,0.35284028
Kepler-1401 b,0,0.2803666,Superterran,Hot,,,1.6815,11.200664,871.06596,0.10018438,Kepler-1401,G,1.07,1.1,5964,1.3715908
Kepler-1402 b,0,0.28869423,Subterran,Hot,,,0.76228,2.0338791,1278.6503,0.030325442,Kepler-1402,G,0.9,0.87,5416,0.58350123
Kepler-1403 b,0,0.25074257,Superterran,Hot,,,2.14111,5.194922,1161.9934,0.060767295,Kepler-1403,F,1.11,1.15,6060,1.5979928
Kepler-1404 b,0,0.29463936,Superterran,Hot,,,2.00659,15.931474,606.65771,0.11688891,Kepler-1404,K,0.84,0.8,5261,0.4392804
Kepler-1405 b,0,0.20820895,Neptunian,Hot,,,3.95713,28.227418,629.1496,0.18436852,Kepler-1405,G,1.05,1.07,5925,1.2641821
Kepler-1406 b,0,0.30289792,Terran,Hot,,,1.09858,11.629058,860.24266,0.10207883,Kepler-1406,G,1.05,1.12,5892,1.3544895
Kepler-1407 b,0,0.26093265,Superterran,Hot,,,2.25321,20.07115,735.52281,0.14917246,Kepler-1407,F,1.1,1.15,6010,1.5459029
Kepler-1408 b,0,0.29271287,Terran,Hot,,,0.88559,2.9979319,1517.666,0.043349675,Kepler-1408,F,1.21,1.35,6170,2.3664473
Kepler-1409 b,0,0.29358304,Terran,Hot,,,1.04253,0.76486493,1630.1127,0.015378904,Kepler-1409,K,0.83,0.79,5160,0.39640729
Kepler-141 b,0,0.28802138,Subterran,Hot,,,0.69502,3.107675,974.04676,0.039,Kepler-141,K,,0.79,4910,0.3249891
Kepler-141 c,0,0.30161789,Terran,Hot,,,1.41246,7.010606,743.14696,0.067,Kepler-141,K,,0.79,4910,0.3249891
Kepler-1410 b,2,0.77589148,Superterran,Warm,1196,3.82,1.78239,60.866168,274.2362,0.25954165,Kepler-1410,K,0.63,0.6,4092,0.090434397
Kepler-1411 b,0,0.40417655,Neptunian,Hot,,,2.82492,86.115089,390.99009,0.37509126,Kepler-1411,G,0.95,0.92,5664,0.78047191
Kepler-1412 b,0,0.29162812,Terran,Hot,,,0.82954,3.6146051,1347.4217,0.046987832,Kepler-1412,G,1.06,1.27,5880,1.7274496
Kepler-1413 b,0,0.29737594,Superterran,Hot,,,1.81602,13.182964,638.20302,0.10302549,Kepler-1413,K,0.84,0.8,5196,0.41797008
Kepler-1414 b,0,0.2971959,Terran,Hot,,,1.2331,3.5157632,922.21246,0.041997098,Kepler-1414,K,0.8,0.75,4951,0.30281883
Kepler-1415 b,0,0.28783359,Terran,Hot,,,1.28915,0.63642408,1803.0927,0.01392528,Kepler-1415,K,0.89,0.84,5267,0.48651977
Kepler-1416 b,0,0.29222176,Terran,Hot,,,0.88559,1.4951495,1753.354,0.02632943,Kepler-1416,F,1.09,1.15,6019,1.5551837
Kepler-1417 b,0,0.32047551,Terran,Hot,,,0.99769,20.350521,678.38407,0.14681147,Kepler-1417,G,1.02,1.02,5839,1.0835349
Kepler-1418 b,0,0.37828214,Superterran,Hot,,,1.65908,22.476443,472.05138,0.14283178,Kepler-1418,K,0.77,0.72,4770,0.24045131
Kepler-1419 b,0,0.28136026,Neptunian,Hot,,,2.85855,42.521589,525.0024,0.23916063,Kepler-1419,G,1.01,1.01,5796,1.0314422
Kepler-142 b,0,0.25571921,Superterran,Hot,,,1.99538,2.024152,1607.7648,0.032,Kepler-142,G,,1.27,5790,1.6240909
Kepler-142 c,0,0.21768408,Neptunian,Hot,,,2.85855,4.761702,1204.6477,0.057,Kepler-142,G,,1.27,5790,1.6240909
Kepler-142 d,0,0.29257497,Superterran,Hot,,,2.16353,41.809118,584.64173,0.242,Kepler-142,G,,1.27,5790,1.6240909
Kepler-1420 b,0,0.30218603,Terran,Hot,,,1.27794,6.6996001,796.53859,0.065084877,Kepler-1420,K,0.82,0.79,5187,0.40476954
Kepler-1421 b,0,0.29527014,Terran,Hot,,,0.93043,6.9131112,1203.1236,0.076488344,Kepler-1421,F,1.25,1.42,6335,2.9097241
Kepler-1422 b,0,0.26751687,Superterran,Hot,,,2.0178,18.605194,798.10188,0.14393453,Kepler-1422,F,1.15,1.23,6194,1.9951873
Kepler-1423 b,0,0.39156471,Terran,Hot,,,1.06495,23.955378,486.28748,0.15030979,Kepler-1423,K,0.79,0.75,4939,0.29989366
Kepler-1424 b,0,0.33191695,Terran,Hot,,,1.15463,29.609174,613.06916,0.18850686,Kepler-1424,G,1.02,1.07,5838,1.1915508
Kepler-1425 b,0,0.31384894,Terran,Hot,,,0.94164,14.45413,724.61775,0.1149286,Kepler-1425,G,0.97,0.95,5718,0.86439543
Kepler-1426 b,0,0.29322946,Superterran,Hot,,,1.55819,14.256323,762.7863,0.11580162,Kepler-1426,G,1.02,1.02,5831,1.0776089
Kepler-1427 b,0,0.29262048,Terran,Hot,,,1.09858,0.96897238,1850.8412,0.019223137,Kepler-1427,G,1.01,1.01,5793,1.0293084
Kepler-1428 b,0,0.27856188,Superterran,Hot,,,1.63666,10.676072,990.44205,0.10300395,Kepler-1428,F,1.28,1.36,6184,2.4235076
Kepler-1429 b,0,0.29056413,Terran,Hot,,,1.28915,4.4848749,1157.1022,0.054084507,Kepler-1429,G,1.05,1.07,5902,1.2446666
Kepler-143 b,0,0.24559445,Superterran,Hot,,,2.41015,16.007583,843.51348,0.127,Kepler-143,G,,1.36,5848,1.9381881
Kepler-143 c,0,0.21602883,Neptunian,Hot,,,3.37421,27.082511,706.56904,0.181,Kepler-143,G,,1.36,5848,1.9381881
Kepler-1430 b,0,0.29666014,Terran,Hot,,,1.17705,2.4605099,992.16574,0.032685606,Kepler-1430,K,0.77,0.72,4796,0.24573688
Kepler-1431 b,0,0.28556291,Terran,Hot,,,1.46851,5.8660153,1024.4812,0.06427135,Kepler-1431,G,1.03,1.03,5806,1.080118
Kepler-1432 b,0,0.2677691,Superterran,Hot,,,2.21958,23.910901,691.22766,0.16712793,Kepler-1432,F,1.09,1.13,6031,1.5135712
Kepler-1433 b,0,0.2784385,Superterran,Hot,,,1.55819,4.1359227,1277.4494,0.052665488,Kepler-1433,F,1.14,1.19,6097,1.7532641
Kepler-1434 b,0,0.29386592,Terran,Hot,,,1.10979,8.0533362,1324.7041,0.089385256,Kepler-1434,F,1.47,2.04,6291,5.8402
Kepler-1435 b,0,0.29274999,Terran,Hot,,,0.86317,4.4534328,1354.8897,0.056437523,Kepler-1435,F,1.21,1.32,6356,2.5478395
Kepler-1436 b,0,0.29497567,Terran,Hot,,,1.31157,9.705716,912.1547,0.090774368,Kepler-1436,G,1.06,1.09,5972,1.3540068
Kepler-1437 b,0,0.30205497,Terran,Hot,,,1.36762,10.929546,757.66299,0.094060069,Kepler-1437,G,0.93,0.9,5557,0.69204646
Kepler-1438 b,0,0.29467918,Terran,Hot,,,0.94164,2.3194201,1296.3869,0.033938012,Kepler-1438,G,0.97,0.96,5530,0.77220327
Kepler-1439 b,0,0.44643919,Terran,Hot,,,1.4573,8.0739285,419.45198,0.060788127,Kepler-1439,M,0.46,0.43,3578,0.027151067
Kepler-144 b,0,0.28893249,Terran,Hot,,,1.33399,5.885273,1160.6525,0.066,Kepler-144,F,,1.24,6075,1.8763642
Kepler-144 c,0,0.29183129,Terran,Hot,,,1.3452,10.104665,972.54626,0.094,Kepler-144,F,,1.24,6075,1.8763642
